clip,naive,lr,avg_reward,avg_gap
True,False,0.2335721469090121,0.6208954114605774,-0.7143091626181519
True,False,0.0127427498570313,0.6919389238446516,-0.4719441426841074
True,False,3.792690190732254e-05,0.9719285111767186,-0.1122034202029376
True,False,4.281332398719396e-06,1.0025970197955187,-0.0249249653297922
True,False,1.0,0.0235681088027414,-0.7143091626181514
True,False,0.0014384498882876,0.9247263326226014,-0.3987598931702162
True,False,4.281332398719396e-06,0.9823627325208468,-0.022870009437994
True,False,2.06913808111479e-06,1.0018144104803492,-0.0121288473364567
True,False,8.858667904100832e-06,0.9957187636047016,-0.0450442709725069
True,False,1e-06,1.0056814014407336,-0.007067331325598
True,False,4.281332398719396e-06,0.9751418047882134,-0.0106953314040731
True,False,2.06913808111479e-06,0.9377155134420446,-0.0061635756372248
True,False,8.858667904100832e-06,0.9494199732501112,-0.0216330300007202
True,False,1e-06,0.9399039320822162,-0.0034786807725806
True,False,4.281332398719396e-06,0.9840128032345012,-0.0023183687728868
True,False,2.06913808111479e-06,1.0493516746411482,-0.0010504823474824
True,False,8.858667904100832e-06,0.9771097341144656,-0.0033136355964306
True,False,1e-06,1.0093602398523989,-0.0005887223018125
True,False,2.06913808111479e-06,0.950544933920705,-0.0010309121185966
True,False,4.281332398719396e-06,0.9531525646646208,-0.0018519598672379
True,False,8.858667904100832e-06,1.0406545147271848,-0.0042721716320049
True,False,1e-06,0.9471238053866202,-0.0003640710093017
True,False,2.06913808111479e-06,1.0073486603910211,-0.0058268459728886
True,False,4.281332398719396e-06,0.979484186211798,-0.0080342056003371
True,False,8.858667904100832e-06,0.9735992339832872,-0.0164602718220938
True,False,1e-06,1.018633395522388,-0.0028545855478392
True,False,2.06913808111479e-06,0.9949939875456304,-0.0016995979908749
True,False,4.281332398719396e-06,0.9865951873935264,-0.0035995990653997
True,False,8.858667904100832e-06,1.0045009810333552,-0.0049127689236066
True,False,1e-06,0.9977686227804246,-0.0007165757521615
True,False,2.06913808111479e-06,0.9875279720279722,-0.0006605482557815
True,False,4.281332398719396e-06,0.9777414503502266,-0.0019499670833648
True,False,8.858667904100832e-06,1.0294853647881177,-0.0039452073690311
True,False,1e-06,1.0132676855895195,-0.0004110092299268
True,False,2.06913808111479e-06,1.034217757936508,-0.0064614576439819
True,False,4.281332398719396e-06,1.039639832594781,-0.0117557331705499
True,False,8.858667904100832e-06,0.9934627634660422,-0.021785345682126
True,False,1e-06,1.0484972208185956,-0.0035751510560115
True,False,2.06913808111479e-06,0.9955336070888264,-0.0148796525531155
True,False,4.281332398719396e-06,0.99195057890223,-0.0269572016913435
True,False,8.858667904100832e-06,0.9863241371964208,-0.0464336929180717
True,False,1e-06,1.0071663050553266,-0.0082059495262109
True,False,2.06913808111479e-06,0.994774505588994,-0.0006275754056925
True,False,4.281332398719396e-06,1.034893435448578,-0.0012351408120878
True,False,8.858667904100832e-06,1.0475611702127658,-0.0043866189366208
True,False,1e-06,0.9865595338983052,-0.0003494498285096
True,False,1.832980710832437e-05,0.9913253557567916,-0.0689737516778406
True,False,3.792690190732254e-05,0.999915505226481,-0.1123928002876651
True,False,7.847599703514606e-05,0.9946319818848391,-0.1528663522684488
True,False,0.0001623776739188,0.9901026055124896,-0.2164624503697973
True,False,1.832980710832437e-05,1.0314735965746906,-0.0384405652613841
True,False,3.792690190732254e-05,0.9810111906893466,-0.0576100556565617
True,False,7.847599703514606e-05,1.111259960159363,-0.0925766773494612
True,False,0.0001623776739188,1.076885625596944,-0.1395920785580142
True,False,1.832980710832437e-05,1.019017085904129,-0.0064471006810167
True,False,3.792690190732254e-05,1.0232854107648723,-0.0123575347523533
True,False,7.847599703514606e-05,1.0083070377184913,-0.0316763270660469
True,False,0.0001623776739188,0.9916891025641024,-0.0636628749592686
True,False,3.792690190732254e-05,1.0229026861451462,-0.0167154148397805
True,False,1.832980710832437e-05,0.9535524336283184,-0.0059646292514744
True,False,7.847599703514606e-05,1.005684198438218,-0.0296097373637268
True,False,0.0001623776739188,1.0018922764227642,-0.0732739102463643
True,False,3.792690190732254e-05,0.9920032258064518,-0.0468029788043076
True,False,1.832980710832437e-05,1.0060458849235252,-0.0280903065875027
True,False,7.847599703514606e-05,0.9763922522522523,-0.088748273555707
True,False,0.0001623776739188,1.0131698975859542,-0.1350147308345243
True,False,3.792690190732254e-05,0.991341006423983,-0.0220790185645546
True,False,1.832980710832437e-05,0.992831870719178,-0.013577946947627
True,False,7.847599703514606e-05,1.0004717976318624,-0.0399186894781993
True,False,0.0001623776739188,0.9935528455284552,-0.065584760422579
True,False,3.792690190732254e-05,0.9807775459098498,-0.0154251262337408
True,False,1.832980710832437e-05,0.965184482047049,-0.0118934612263836
True,False,7.847599703514606e-05,1.0037329545454547,-0.0297485671034928
True,False,0.0001623776739188,0.9954987546699874,-0.0718154709204128
True,False,3.792690190732254e-05,0.9870751271382338,-0.0569732249382293
True,False,1.832980710832437e-05,0.9677115559599632,-0.0407456183350682
True,False,7.847599703514606e-05,1.0403306336350646,-0.0962560951236712
True,False,0.0001623776739188,1.0382848041529027,-0.1289414024911532
True,False,3.792690190732254e-05,0.9836154741744284,-0.1212696375935483
True,False,1.832980710832437e-05,0.9979940282301848,-0.0761948529753884
True,False,7.847599703514606e-05,0.9971545022673288,-0.180668735521938
True,False,0.0001623776739188,1.0020509339704606,-0.241706758412657
True,False,3.792690190732254e-05,0.999885214827296,-0.0121853189464462
True,False,1.832980710832437e-05,1.0107398806987642,-0.00695652418949
True,False,7.847599703514606e-05,0.9513095429029668,-0.0223998881187737
True,False,0.0001623776739188,0.9876924686192468,-0.0893461516206274
True,False,0.0003359818286283,0.997832894448102,-0.2944936757716203
True,False,0.0006951927961775,0.9828291826309068,-0.3721281103283674
True,False,0.0014384498882876,0.9126966798592788,-0.4206168916159436
True,False,0.0029763514416313,0.842852928416486,-0.4464737802334991
True,False,0.0003359818286283,1.0735288095238096,-0.18049769270573
True,False,0.0006951927961775,0.9918644777434992,-0.2385954887669132
True,False,0.0014384498882876,0.9662056737588652,-0.2985405191001841
True,False,0.0029763514416313,0.864919447092469,-0.3336974803961617
True,False,0.0003359818286283,0.9466166666666668,-0.0924971427278015
True,False,0.0006951927961775,0.952594145915247,-0.2635553311690726
True,False,0.0014384498882876,0.9317661680598328,-0.3260314908203449
