clip,naive,lr,avg_reward,avg_gap
False,False,0.9473684210526316,0.2049827441957749,-1.11765744888506
False,False,0.1052631578947368,0.3454204451772464,-0.5988354660376486
False,False,0.0526315789473684,0.2332124805598755,-0.6147072087355154
False,False,0.7894736842105263,0.4521440677966101,-1.3141712709599238
False,False,0.7368421052631579,0.4798204704911268,-0.7185644649584328
False,False,0.1578947368421052,0.4919039270687236,-1.0296492185872093
False,False,0.894736842105263,0.4613770491803278,-1.933766799381345
False,False,1.0,0.3244886363636364,-0.5695428519752437
False,False,0.3157894736842105,0.60969131614654,-0.7059832453873985
False,False,0.8421052631578947,0.7286953820666805,-1.3107735873016506
False,False,0.0,0.10662100456621,-1.9351575712622784
False,False,0.5789473684210527,0.6032902892561983,-1.3219046979481506
False,False,0.2631578947368421,0.6798269985540177,-0.9551548888275694
True,True,0.1578947368421052,0.6489993231046931,-0.7170010597154154
False,False,0.4210526315789473,0.6613045774647887,-1.3197943483911476
True,True,0.4210526315789473,0.5689842381786341,-0.7136296484333888
False,False,0.3684210526315789,0.5054254201680672,-0.68669626199209
False,False,0.2105263157894736,0.5354443720121687,-0.6333365720440373
True,True,0.3684210526315789,0.5900741045697818,-0.7175368253626228
False,False,0.5263157894736842,0.5197574786324787,-0.789781385220186
True,True,0.1052631578947368,0.3401958874458874,-0.696855371352556
False,False,0.4736842105263157,0.6520883534136546,-0.6901565502509424
True,True,0.5789473684210527,0.8943746113989638,-0.7003570771254273
False,False,0.631578947368421,0.6382291242362527,-0.8084999963998267
True,True,0.3157894736842105,0.7723156968316423,-0.7609129048098345
True,True,0.0,0.0,-0.7887671899426947
True,True,0.5263157894736842,0.5096401354784081,-0.7192347364114096
True,True,0.2631578947368421,0.694573493126542,-0.7088657169307081
True,True,0.0526315789473684,0.3408262021189895,-0.7172671119744579
False,False,0.6842105263157894,0.5360915032679741,-1.4002384237154455
True,True,0.2105263157894736,0.6537058023572075,-0.7102652249714582
True,True,0.4736842105263157,0.7455362803804156,-0.7079786285970735
True,True,0.7368421052631579,0.5281130573248409,-0.7182101125946626
True,False,0.0,0.766691591717214,-0.4568316498663303
True,True,1.0,0.3852654091939806,-0.7710881125683412
True,False,0.2105263157894736,0.7266666666666667,-0.8964924866555863
True,True,0.6842105263157894,0.422952657807309,-0.6983212917032063
True,False,0.6842105263157894,0.6630067567567568,-0.9424781411757804
True,False,0.894736842105263,0.3392753623188405,-0.6333615928736255
True,True,0.631578947368421,0.7998640405293631,-0.779308980381911
True,True,0.894736842105263,0.3426258992805754,-0.7164055890516307
True,False,0.1578947368421052,0.7076001417936901,-0.4819373796410525
True,False,0.4736842105263157,0.7080594405594404,-1.1511363895523794
True,True,0.9473684210526316,0.4950256673511292,-0.7079822803281096
True,False,0.3157894736842105,0.6754965684295519,-0.6640306398437612
True,False,0.5789473684210527,0.5535165184243964,-1.3203263779854404
True,False,0.1052631578947368,0.732755844954881,-0.6701829629463929
True,False,0.7894736842105263,0.702841357128035,-1.8979947251361944
True,False,0.4210526315789473,0.6101222774168894,-0.7319942047810725
True,False,0.0526315789473684,0.4496017083829955,-0.5264020398390771
True,False,0.7368421052631579,0.762276801103068,-0.9952509253901066
True,False,0.2631578947368421,0.6553026859504132,-1.0990739734008894
True,False,0.631578947368421,0.7967090189543844,-1.2691032438306968
True,False,0.8421052631578947,0.6733572916666668,-1.8884783022387548
True,True,0.8421052631578947,0.5204088194763437,-0.7188023871744197
True,False,1.0,0.5509999999999999,-0.8951768103506413
True,False,0.3684210526315789,0.6602075852782766,-0.6750750331179922
True,False,0.5263157894736842,0.8097658188585607,-1.4245349977599553
True,False,0.9473684210526316,0.5778489335266102,-2.094632557846404
False,False,1.0,0.3200296964364276,-1.2522393938798602
False,False,0.5263157894736842,0.8337666251039069,-1.6567414607626492
False,False,0.3157894736842105,0.5620035460992907,-1.2422779395319952
False,False,0.2105263157894736,0.4901317318868655,-0.59323585154922
False,False,0.9473684210526316,0.2934625309661437,-1.2084659055503593
False,False,0.0526315789473684,0.2342448024948025,-0.7008087874867001
False,False,0.1578947368421052,0.4305307899647522,-0.7137503080070127
False,False,0.7368421052631579,0.5432875084860829,-0.9719539835882648
False,False,0.5789473684210527,0.5881481058877224,-0.753215924461444
False,False,0.1052631578947368,0.4371030582320904,-0.617287988390532
False,False,0.4210526315789473,0.7342043334024466,-0.8936589564648936
False,False,0.894736842105263,0.41239367219917,-1.2437107966603684
False,False,0.7894736842105263,0.7064092042385207,-1.8643594485710624
False,False,0.2631578947368421,0.4832031583440035,-0.6582426777554965
False,False,0.8421052631578947,0.3561467522052927,-0.6308638979270687
False,False,0.4736842105263157,0.7663742997198879,-0.7776482853499341
True,True,0.5789473684210527,0.5609976958525346,-0.7174417484822395
False,False,0.6842105263157894,0.6578045685279188,-0.8918472241461446
False,False,0.3684210526315789,0.6191542788268382,-0.7515205988981875
True,True,0.0526315789473684,0.4477049042660396,-0.7069618364553626
True,True,0.1052631578947368,0.5507824175824176,-0.7210586039112525
False,False,0.0,0.0238106702619414,-1.9865367314256568
False,False,0.631578947368421,0.7592173689619732,-1.3448065565497234
True,True,0.2105263157894736,0.7421448999046711,-0.7190815034268055
True,True,0.5263157894736842,0.6331540930979132,-0.6932472555573524
True,True,0.4210526315789473,0.7280807923667287,-0.7363936983796054
True,True,0.0,0.0,-0.7179069740093967
True,True,0.2631578947368421,0.6585913379073756,-0.7183075479466091
True,True,0.3684210526315789,0.7387508573388202,-0.7096668529673346
True,True,0.4736842105263157,0.7573900830483633,-0.716659672208631
True,True,0.3157894736842105,0.7397469262295082,-0.7138390511480502
True,True,0.1578947368421052,0.820257849864837,-0.7880484009244838
True,True,0.7368421052631579,0.7467138795282224,-0.7780558088915389
True,True,0.631578947368421,0.7252713218510063,-0.7724007559226963
True,False,0.5263157894736842,0.5725150532654006,-1.2856022000707106
True,True,0.7894736842105263,0.7512213861805851,-0.7716677596097662
True,False,0.631578947368421,0.5144197227191414,-0.7999000543766644
True,False,0.3684210526315789,0.6994050886824323,-1.580323488747069
True,False,1.0,0.3461867862969005,-0.6028478102730921
True,False,0.1052631578947368,0.5235350386930351,-0.5214772423868633
True,False,0.9473684210526316,0.3812118644067797,-0.6240788533460677
True,False,0.4210526315789473,0.542517490161784,-1.24657769091
True,True,1.0,0.4054068444995864,-0.7769608173861616
True,False,0.3157894736842105,0.7047504159733777,-1.4928149330468825
True,True,0.894736842105263,0.4670480489829804,-0.7812566980785782
True,False,0.7894736842105263,0.5085161662817552,-0.7557029793071897
True,False,0.7368421052631579,0.4027129206481096,-0.6682478869960125
True,False,0.2631578947368421,0.7829452537593986,-0.8215947363999543
True,True,0.9473684210526316,0.2389527384224994,-0.7753682989984608
True,False,0.0526315789473684,0.4528493901178415,-0.7393630695042217
True,False,0.2105263157894736,0.7904943357363543,-0.7210670466361069
True,False,0.5789473684210527,0.6192516934801015,-0.7961729784864888
True,False,0.8421052631578947,0.4868811881188117,-0.7089960956583139
True,False,0.894736842105263,0.3691810683424981,-0.6666722241041579
True,True,0.6842105263157894,0.8393530701754386,-0.785789423864442
True,False,0.4736842105263157,0.5366751968503938,-0.7510737515484724
True,False,0.0,0.5737968144640552,-0.8687795432171475
True,False,0.1578947368421052,0.6328701015965168,-0.8374177676275849
True,False,0.6842105263157894,0.4758149010477298,-1.2999714223949923
True,True,0.8421052631578947,0.394959642233857,-0.7219968026720782
False,False,0.0,0.0318942731277532,-1.961823201456376
False,False,0.8421052631578947,0.408327165868524,-0.6234582236171355
False,False,0.1052631578947368,0.45133425852498,-0.9562589423153482
False,False,0.9473684210526316,0.3628217718345173,-0.5393066079587188
False,False,0.631578947368421,0.5255313383600376,-1.3646837002100325
False,False,0.894736842105263,0.3561774479397429,-0.6452005133242971
False,False,0.1578947368421052,0.4244833607230897,-0.5810710302666897
False,False,0.7368421052631579,0.5800361336946704,-0.7306395575670319
False,False,0.6842105263157894,0.7449044885177453,-1.2522581584359904
False,False,0.2631578947368421,0.6625287256267408,-1.1801445955780363
False,False,0.3157894736842105,0.7386885683760684,-1.2163891752910865
False,False,0.4736842105263157,0.7778950911350457,-1.6728174384370458
False,False,0.4210526315789473,0.6424536655683692,-1.275995413507784
False,False,0.3684210526315789,0.6153371040723983,-0.7311130564882048
False,False,0.7894736842105263,0.3867266860949209,-0.6594531732303305
False,False,0.5263157894736842,0.8094940353763883,-1.2633265584853175
False,False,0.2105263157894736,0.5348581488933601,-0.6071358210975311
False,False,0.0526315789473684,0.3834800288243771,-1.0333337487089331
True,True,0.5789473684210527,0.5418784639746634,-0.7118896589167144
True,True,0.0526315789473684,0.44943570237599,-0.7297925630677508
False,False,0.5789473684210527,0.7418633056133055,-0.8478494243287178
True,True,0.4210526315789473,0.5637359792924936,-0.7171113144505724
True,True,0.3157894736842105,0.6766807738814993,-0.7076321148393416
True,True,0.2105263157894736,0.5734708634623564,-0.7123737817201794
True,True,0.1578947368421052,0.7960003082614058,-0.7632669371154331
True,True,0.4736842105263157,0.6940275923453492,-0.6942879203135136
True,True,0.3684210526315789,0.7894726481558225,-0.7865172979804207
True,True,0.0,0.0,-0.7851019493075562
True,True,0.5263157894736842,0.561412390198798,-0.7194177374393408
False,False,1.0,0.4535723997280761,-1.1139752205317262
True,True,0.2631578947368421,0.7216835994194486,-0.7728845502158944
True,True,0.1052631578947368,0.6965061754239061,-0.7673837285722122
True,True,0.7368421052631579,0.5317617893345087,-0.69540416808431
True,False,0.0,0.5075273279352227,-1.0968909858439877
True,True,0.631578947368421,0.6513515283842793,-0.7150571729590299
True,False,0.7894736842105263,0.5283257063270992,-0.7072239192470665
