clip,naive,lr,avg_reward
True,True,0.9899,-990908.5
True,False,1.0,-988460.5
True,False,0.9899,-997052.0
True,False,0.9899,-746342.5
True,True,1.0,-990777.5
False,False,0.9899,-980208.5
True,True,1.0,-992013.0
True,True,0.9899,-986604.5
True,True,0.9899,-991518.5
False,False,1.0,-985497.5
True,False,1.0,-998033.0
False,False,1.0,-994508.0
False,False,0.9899,-988449.5
False,False,0.9899,-988332.5
True,True,1.0,-987183.0
True,False,1.0,-987837.0
True,False,1.0,-990277.0
False,False,1.0,-992486.5
True,True,1.0,-984430.5
True,True,1.0,-992374.5
False,False,1.0,-993845.0
False,False,1.0,-980464.0
True,False,0.32,-777381.5
True,False,0.32,-606659.0
True,False,0.32,-597546.0
True,False,0.32,-602716.0
True,False,0.32,-788688.5
True,False,0.32,-604077.0
True,False,0.32,-624248.0
True,False,0.32,-637408.0
True,False,0.32,-612802.5
True,False,0.32,-606160.5
True,True,0.32,-702351.5
True,True,0.32,-684394.5
True,True,0.32,-715877.5
True,True,0.32,-703329.0
True,True,0.32,-694474.5
True,True,0.32,-705299.5
True,True,0.32,-704322.0
True,True,0.32,-693362.0
True,True,0.32,-711939.5
True,True,0.32,-727686.5
False,False,0.32,-767284.0
False,False,0.32,-780842.5
False,False,0.32,-772333.5
False,False,0.32,-808135.0
False,False,0.32,-781804.0
False,False,0.32,-756959.5
False,False,0.32,-787969.0
False,False,0.32,-785992.0
False,False,0.32,-803333.5
False,False,0.32,-761383.5
True,False,0.3301612903225806,-598797.5
True,False,0.3301612903225806,-578357.0
True,False,0.3301612903225806,-600262.0
True,False,0.3301612903225806,-606166.0
True,False,0.3301612903225806,-632970.0
True,False,0.3301612903225806,-573197.5
True,False,0.3301612903225806,-803696.5
True,False,0.3301612903225806,-602223.5
True,False,0.3301612903225806,-596934.5
True,False,0.3301612903225806,-615258.0
True,True,0.3301612903225806,-701357.0
True,True,0.3301612903225806,-718096.0
True,True,0.3301612903225806,-699388.0
True,True,0.3301612903225806,-700140.5
True,True,0.3301612903225806,-694225.5
True,True,0.3301612903225806,-681927.0
True,True,0.3301612903225806,-723760.5
True,True,0.3301612903225806,-694715.0
True,True,0.3301612903225806,-688564.0
False,False,0.3301612903225806,-789683.5
False,False,0.3301612903225806,-793130.0
False,False,0.3301612903225806,-787211.0
False,False,0.3301612903225806,-765081.0
False,False,0.3301612903225806,-767540.0
False,False,0.3301612903225806,-783520.5
True,True,0.3301612903225806,-705549.0
False,False,0.3301612903225806,-775904.0
False,False,0.3301612903225806,-780087.5
False,False,0.3301612903225806,-793867.5
True,False,0.3403225806451613,-603206.0
True,False,0.3403225806451613,-607389.0
False,False,0.3301612903225806,-795825.5
True,False,0.3403225806451613,-781807.0
True,False,0.3403225806451613,-511936.0
True,False,0.3403225806451613,-596814.5
True,False,0.3403225806451613,-583032.0
True,False,0.3403225806451613,-606164.0
True,False,0.3403225806451613,-608866.5
True,False,0.3403225806451613,-590661.0
True,True,0.3403225806451613,-682418.5
True,True,0.3403225806451613,-709729.5
True,True,0.3403225806451613,-705047.5
True,False,0.3403225806451613,-616000.0
True,True,0.3403225806451613,-688082.0
True,True,0.3403225806451613,-679710.0
True,True,0.3403225806451613,-720064.0
True,True,0.3403225806451613,-682180.0
True,True,0.3403225806451613,-692994.0
True,True,0.3403225806451613,-681556.0
False,False,0.3403225806451613,-782313.0
False,False,0.3403225806451613,-747862.5
True,True,0.3403225806451613,-695217.5
False,False,0.3403225806451613,-743177.5
False,False,0.3403225806451613,-772451.5
False,False,0.3403225806451613,-760153.0
False,False,0.3403225806451613,-764091.5
False,False,0.3403225806451613,-767046.5
False,False,0.3403225806451613,-790932.5
False,False,0.3403225806451613,-794102.0
False,False,0.3403225806451613,-775900.0
True,False,0.3504838709677419,-634935.5
True,False,0.3504838709677419,-771725.0
True,False,0.3504838709677419,-747116.0
True,False,0.3504838709677419,-589918.0
True,False,0.3504838709677419,-768282.5
True,False,0.3504838709677419,-593117.0
True,False,0.3504838709677419,-591280.5
True,False,0.3504838709677419,-612556.0
True,False,0.3504838709677419,-757211.0
True,True,0.3504838709677419,-696684.0
True,True,0.3504838709677419,-703067.0
True,True,0.3504838709677419,-700866.5
True,True,0.3504838709677419,-702833.5
True,True,0.3504838709677419,-677742.0
True,False,0.3504838709677419,-512431.0
True,True,0.3504838709677419,-696932.0
True,True,0.3504838709677419,-667916.5
True,True,0.3504838709677419,-701361.5
True,True,0.3504838709677419,-704820.0
False,False,0.3504838709677419,-753758.5
False,False,0.3504838709677419,-754498.5
False,False,0.3504838709677419,-777372.5
False,False,0.3504838709677419,-768277.0
True,True,0.3504838709677419,-694720.0
False,False,0.3504838709677419,-774423.5
False,False,0.3504838709677419,-763845.5
False,False,0.3504838709677419,-762612.0
False,False,0.3504838709677419,-758965.0
True,False,0.3606451612903226,-618216.5
True,False,0.3606451612903226,-591899.0
True,False,0.3606451612903226,-614032.0
True,False,0.32,-770250.5
False,False,0.3504838709677419,-767038.5
True,False,0.3606451612903226,-607630.5
True,False,0.3606451612903226,-770735.5
True,False,0.3606451612903226,-777379.5
True,False,0.3606451612903226,-621411.5
True,True,0.3606451612903226,-695963.0
True,True,0.32,-709968.5
True,False,0.3606451612903226,-794099.5
True,True,0.3606451612903226,-699636.0
True,True,0.3606451612903226,-688327.5
True,True,0.3606451612903226,-708009.0
True,True,0.3606451612903226,-696071.0
True,True,0.3606451612903226,-700993.0
True,True,0.3606451612903226,-687841.0
False,False,0.3606451612903226,-722763.0
True,True,0.3606451612903226,-718097.0
False,False,0.3606451612903226,-788204.5
False,False,0.32,-806539.5
False,False,0.3606451612903226,-753270.5
False,False,0.3606451612903226,-745893.0
False,False,0.3606451612903226,-756714.5
False,False,0.3606451612903226,-791195.0
False,False,0.3606451612903226,-766802.0
True,False,0.3708064516129032,-601236.5
True,False,0.3301612903225806,-603211.5
True,False,0.3708064516129032,-782785.5
False,False,0.3606451612903226,-754004.5
True,False,0.3708064516129032,-616496.0
True,False,0.3708064516129032,-620819.0
True,False,0.3708064516129032,-611572.5
True,False,0.3708064516129032,-780326.5
True,True,0.3708064516129032,-697540.0
True,True,0.3708064516129032,-677170.5
True,False,0.3708064516129032,-635926.0
True,True,0.3301612903225806,-697187.0
True,True,0.3708064516129032,-691517.5
True,False,0.3708064516129032,-617841.0
True,True,0.3708064516129032,-694476.5
True,True,0.3708064516129032,-689426.0
True,True,0.3708064516129032,-688816.0
False,False,0.3708064516129032,-754252.0
True,True,0.3708064516129032,-701113.0
False,False,0.3708064516129032,-762619.5
False,False,0.3301612903225806,-758190.0
False,False,0.3708064516129032,-753514.5
True,True,0.3708064516129032,-698784.5
False,False,0.3708064516129032,-750317.0
False,False,0.3708064516129032,-758921.5
False,False,0.3708064516129032,-756465.5
True,False,0.3809677419354839,-746006.0
False,False,0.3708064516129032,-748348.0
True,False,0.3809677419354839,-600009.0
True,False,0.3403225806451613,-608382.5
True,False,0.3809677419354839,-616986.5
False,False,0.3708064516129032,-747610.0
True,False,0.3809677419354839,-622026.5
True,False,0.3809677419354839,-622277.5
True,False,0.3809677419354839,-773453.0
True,True,0.3809677419354839,-688319.5
True,False,0.3809677419354839,-616985.0
True,True,0.3809677419354839,-673071.5
True,True,0.3403225806451613,-692013.5
True,True,0.3809677419354839,-685518.0
True,False,0.3809677419354839,-633722.5
True,True,0.3809677419354839,-664703.0
True,True,0.3809677419354839,-688934.0
True,True,0.3809677419354839,-696932.5
False,False,0.3809677419354839,-743919.5
True,True,0.3809677419354839,-669134.5
False,False,0.3809677419354839,-772708.5
False,False,0.3403225806451613,-779341.5
False,False,0.3809677419354839,-771473.5
True,True,0.3809677419354839,-700747.5
False,False,0.3809677419354839,-769251.5
False,False,0.3809677419354839,-785010.0
False,False,0.3809677419354839,-744405.5
True,False,0.3911290322580645,-612080.5
True,False,0.3911290322580645,-611083.5
False,False,0.3809677419354839,-764584.5
True,False,0.3504838709677419,-765818.5
True,False,0.3911290322580645,-512429.0
False,False,0.3809677419354839,-745882.0
True,False,0.3911290322580645,-603698.0
True,False,0.3911290322580645,-628061.0
True,False,0.3911290322580645,-604685.0
True,True,0.3911290322580645,-697923.5
True,True,0.3911290322580645,-677006.5
True,False,0.3911290322580645,-739247.5
True,True,0.3504838709677419,-671842.0
True,True,0.3911290322580645,-685619.0
True,False,0.3911290322580645,-609603.0
True,True,0.3911290322580645,-681186.5
True,True,0.3911290322580645,-667905.0
True,True,0.3911290322580645,-662984.0
False,False,0.3911290322580645,-726209.0
False,False,0.3911290322580645,-769014.5
True,True,0.3911290322580645,-686599.5
False,False,0.3504838709677419,-784266.0
False,False,0.3911290322580645,-781067.0
True,True,0.3911290322580645,-685616.0
False,False,0.3911290322580645,-768517.0
False,False,0.3911290322580645,-762125.0
False,False,0.3911290322580645,-728546.0
True,False,0.4012903225806451,-588196.5
True,False,0.4012903225806451,-611813.0
False,False,0.3911290322580645,-766518.0
True,False,0.3606451612903226,-599763.0
False,False,0.3911290322580645,-723256.0
True,False,0.4012903225806451,-618582.0
True,False,0.4012903225806451,-591152.0
True,False,0.4012903225806451,-621659.0
True,True,0.4012903225806451,-684045.0
True,False,0.4012903225806451,-731861.0
True,True,0.4012903225806451,-688083.0
True,False,0.4012903225806451,-603209.0
True,True,0.3606451612903226,-703084.0
True,True,0.4012903225806451,-672578.5
True,False,0.4012903225806451,-601237.0
True,True,0.4012903225806451,-650685.0
True,True,0.4012903225806451,-690536.5
False,False,0.4012903225806451,-742200.5
False,False,0.4012903225806451,-739981.0
True,True,0.4012903225806451,-696686.0
True,True,0.4012903225806451,-685623.0
False,False,0.3606451612903226,-764352.0
False,False,0.4012903225806451,-741994.0
False,False,0.4012903225806451,-749820.5
True,True,0.4012903225806451,-676024.5
False,False,0.4012903225806451,-737034.0
True,False,0.4114516129032258,-758924.0
False,False,0.4012903225806451,-739742.5
True,False,0.4114516129032258,-745891.0
False,False,0.4012903225806451,-767364.5
True,False,0.3708064516129032,-607930.5
True,False,0.4114516129032258,-738883.0
False,False,0.4012903225806451,-758189.5
True,False,0.4114516129032258,-733344.0
True,True,0.4114516129032258,-679220.0
True,False,0.4114516129032258,-607636.5
True,False,0.4114516129032258,-598716.5
True,True,0.4114516129032258,-698898.5
True,False,0.4114516129032258,-616614.5
True,True,0.3708064516129032,-677008.0
True,True,0.4114516129032258,-689188.5
True,False,0.4114516129032258,-602471.0
True,True,0.4114516129032258,-689556.5
False,False,0.4114516129032258,-739617.0
True,True,0.4114516129032258,-716690.0
True,True,0.4114516129032258,-675043.5
False,False,0.4114516129032258,-737518.0
True,True,0.4114516129032258,-678735.5
False,False,0.3708064516129032,-763357.0
True,True,0.4114516129032258,-673928.0
False,False,0.4114516129032258,-724978.0
False,False,0.4114516129032258,-751546.5
True,False,0.4216129032258064,-721527.5
False,False,0.4114516129032258,-747735.5
False,False,0.4114516129032258,-763973.0
True,False,0.4216129032258064,-626083.0
False,False,0.4114516129032258,-742440.5
True,False,0.3809677419354839,-597302.5
False,False,0.4114516129032258,-743672.5
True,False,0.4216129032258064,-728917.5
True,False,0.4216129032258064,-603518.0
True,True,0.4216129032258064,-675795.0
True,False,0.4216129032258064,-634200.5
True,True,0.4216129032258064,-686109.5
True,False,0.4216129032258064,-726695.0
True,False,0.4216129032258064,-756958.5
True,True,0.3809677419354839,-707755.5
True,False,0.4216129032258064,-595118.0
True,True,0.4216129032258064,-703080.5
True,True,0.4216129032258064,-668887.0
False,False,0.4216129032258064,-759662.5
True,True,0.4216129032258064,-695208.5
False,False,0.4216129032258064,-758936.5
True,True,0.4216129032258064,-684391.5
True,True,0.4216129032258064,-674791.5
False,False,0.3809677419354839,-748716.5
True,True,0.4216129032258064,-664468.0
False,False,0.4216129032258064,-756699.0
False,False,0.4216129032258064,-739733.0
True,False,0.4317741935483871,-620181.0
False,False,0.4216129032258064,-736536.5
True,False,0.4317741935483871,-617962.5
False,False,0.4216129032258064,-718463.0
False,False,0.4216129032258064,-752282.0
True,False,0.3911290322580645,-622165.5
False,False,0.4216129032258064,-724977.5
True,False,0.4317741935483871,-624376.0
True,False,0.4317741935483871,-590911.0
True,True,0.4317741935483871,-677249.0
True,False,0.4317741935483871,-614276.5
True,True,0.4317741935483871,-666672.5
True,False,0.4317741935483871,-625594.0
True,False,0.4317741935483871,-601240.0
True,True,0.3911290322580645,-690047.5
True,True,0.4317741935483871,-664894.0
True,False,0.4317741935483871,-754738.0
True,True,0.4317741935483871,-673075.0
True,True,0.4317741935483871,-713128.5
False,False,0.4317741935483871,-731369.0
False,False,0.4317741935483871,-753021.5
True,True,0.4317741935483871,-669383.5
False,False,0.3911290322580645,-747361.0
True,True,0.4317741935483871,-661505.0
False,False,0.4317741935483871,-755604.5
True,True,0.4317741935483871,-674549.5
False,False,0.4317741935483871,-741947.5
False,False,0.4317741935483871,-722021.5
True,False,0.4419354838709677,-608123.5
False,False,0.4317741935483871,-736048.5
True,False,0.4419354838709677,-753504.5
True,False,0.4012903225806451,-631742.0
False,False,0.4317741935483871,-720304.5
True,False,0.4419354838709677,-722028.0
False,False,0.4317741935483871,-758436.5
True,False,0.4419354838709677,-659978.0
True,False,0.4419354838709677,-610092.5
True,True,0.4419354838709677,-655857.0
True,False,0.4419354838709677,-599514.0
True,True,0.4419354838709677,-666188.0
True,True,0.4012903225806451,-681060.5
True,True,0.4419354838709677,-657819.5
True,False,0.4419354838709677,-591161.0
True,True,0.4419354838709677,-702097.0
True,False,0.4419354838709677,-755483.0
True,True,0.4419354838709677,-659541.0
True,True,0.4419354838709677,-669379.0
False,False,0.4419354838709677,-752403.0
False,False,0.4419354838709677,-739248.5
False,False,0.4012903225806451,-752294.5
False,False,0.4419354838709677,-748590.0
False,False,0.4419354838709677,-753020.5
True,True,0.4419354838709677,-669873.0
False,False,0.4419354838709677,-711196.5
True,True,0.4419354838709677,-712675.5
False,False,0.4419354838709677,-744653.5
True,False,0.4520967741935483,-606400.5
True,False,0.4114516129032258,-598776.0
True,False,0.4520967741935483,-594346.0
True,False,0.4520967741935483,-638159.5
False,False,0.4419354838709677,-729412.5
True,False,0.4520967741935483,-740716.5
False,False,0.4419354838709677,-715139.0
True,False,0.4520967741935483,-631492.5
True,False,0.4520967741935483,-612314.5
True,True,0.4520967741935483,-672093.5
True,True,0.4114516129032258,-665686.0
True,True,0.4520967741935483,-649703.0
True,False,0.4520967741935483,-734860.0
True,True,0.4520967741935483,-697672.5
True,True,0.4520967741935483,-675535.5
True,False,0.4520967741935483,-614285.0
True,True,0.4520967741935483,-653632.0
True,True,0.4520967741935483,-665202.5
False,False,0.4520967741935483,-744415.5
False,False,0.4114516129032258,-739736.5
True,True,0.4520967741935483,-686846.0
False,False,0.4520967741935483,-760406.0
False,False,0.4520967741935483,-738539.5
True,True,0.4520967741935483,-676763.5
False,False,0.4520967741935483,-743426.5
False,False,0.4520967741935483,-737520.5
False,False,0.4520967741935483,-720547.0
True,False,0.462258064516129,-599033.0
True,False,0.4216129032258064,-749329.0
False,False,0.4520967741935483,-715132.0
True,False,0.462258064516129,-614768.0
True,False,0.462258064516129,-602468.5
False,False,0.4520967741935483,-728671.5
True,False,0.462258064516129,-721037.5
True,False,0.462258064516129,-715871.5
True,False,0.462258064516129,-731377.5
True,True,0.462258064516129,-676516.0
True,True,0.4216129032258064,-679956.5
True,False,0.462258064516129,-737278.5
True,True,0.462258064516129,-665198.0
True,True,0.462258064516129,-665941.0
True,True,0.462258064516129,-666186.5
True,False,0.462258064516129,-624118.0
True,True,0.462258064516129,-667911.5
False,False,0.462258064516129,-721655.5
True,True,0.462258064516129,-685620.5
False,False,0.4216129032258064,-746873.0
True,True,0.462258064516129,-671343.5
False,False,0.462258064516129,-738263.5
False,False,0.462258064516129,-733833.0
False,False,0.462258064516129,-734568.0
True,True,0.462258064516129,-689058.5
False,False,0.462258064516129,-733099.0
True,False,0.4724193548387096,-624878.5
False,False,0.462258064516129,-734958.5
True,False,0.4317741935483871,-593116.5
False,False,0.462258064516129,-736309.5
True,False,0.4724193548387096,-640349.0
False,False,0.462258064516129,-725958.0
True,False,0.4724193548387096,-603453.0
True,False,0.4724193548387096,-613304.5
True,False,0.4724193548387096,-625599.5
True,True,0.4724193548387096,-672218.5
True,False,0.4724193548387096,-741093.5
True,True,0.4317741935483871,-671099.0
True,False,0.4724193548387096,-620426.0
True,True,0.4724193548387096,-690044.0
True,True,0.4724193548387096,-666794.0
True,True,0.4724193548387096,-652894.0
True,False,0.4724193548387096,-512428.0
True,True,0.4724193548387096,-693117.0
True,True,0.4724193548387096,-689060.0
False,False,0.4724193548387096,-737768.5
False,False,0.4317741935483871,-732727.0
True,True,0.4724193548387096,-668150.5
False,False,0.4724193548387096,-716442.5
False,False,0.4724193548387096,-724726.5
True,True,0.4724193548387096,-648961.5
False,False,0.4724193548387096,-727927.0
False,False,0.4724193548387096,-723500.0
False,False,0.4724193548387096,-728179.0
True,False,0.4825806451612903,-609113.0
True,False,0.4419354838709677,-616493.0
True,False,0.4825806451612903,-615758.5
False,False,0.4724193548387096,-737031.5
False,False,0.4724193548387096,-731862.0
True,False,0.4825806451612903,-604437.0
True,False,0.4825806451612903,-651547.5
True,False,0.4825806451612903,-590165.0
True,False,0.4825806451612903,-605173.5
True,True,0.4825806451612903,-695842.0
True,True,0.4419354838709677,-664706.5
True,True,0.4825806451612903,-654617.0
True,False,0.4825806451612903,-615758.0
True,True,0.4825806451612903,-672577.0
True,False,0.4825806451612903,-620914.5
True,True,0.4825806451612903,-659781.0
True,True,0.4825806451612903,-663723.0
True,True,0.4825806451612903,-661038.5
False,False,0.4825806451612903,-742941.0
False,False,0.4419354838709677,-725960.0
False,False,0.4825806451612903,-724973.0
False,False,0.4825806451612903,-750068.5
True,True,0.4825806451612903,-662246.0
False,False,0.4825806451612903,-730192.5
True,True,0.4825806451612903,-665199.5
False,False,0.4825806451612903,-709721.5
False,False,0.4825806451612903,-720305.0
True,False,0.4927419354838709,-728174.5
True,False,0.4520967741935483,-716366.0
True,False,0.4927419354838709,-608865.5
True,False,0.4927419354838709,-613063.0
False,False,0.4825806451612903,-732603.5
True,False,0.4927419354838709,-731617.5
False,False,0.4825806451612903,-736784.5
True,False,0.4927419354838709,-741584.0
True,False,0.4927419354838709,-616739.0
True,True,0.4927419354838709,-675404.5
True,True,0.4520967741935483,-669744.5
True,True,0.4927419354838709,-623379.0
True,True,0.4927419354838709,-694100.5
True,False,0.4927419354838709,-712430.0
True,True,0.4927419354838709,-670863.0
True,False,0.4927419354838709,-591952.5
True,True,0.4927419354838709,-653386.0
False,False,0.4927419354838709,-697919.0
True,True,0.4927419354838709,-669146.0
False,False,0.4520967741935483,-718215.0
False,False,0.4927419354838709,-730884.0
False,False,0.4927419354838709,-710957.0
False,False,0.4927419354838709,-743427.5
True,True,0.4927419354838709,-682310.0
True,True,0.4927419354838709,-668147.5
False,False,0.4927419354838709,-741950.0
True,False,0.5029032258064516,-730923.5
False,False,0.4927419354838709,-720546.0
True,False,0.462258064516129,-591151.0
True,False,0.5029032258064516,-612677.5
True,False,0.5029032258064516,-603452.5
False,False,0.4927419354838709,-730150.5
True,False,0.5029032258064516,-722762.5
False,False,0.4927419354838709,-718454.0
True,False,0.5029032258064516,-732603.0
True,True,0.5029032258064516,-664210.0
True,False,0.5029032258064516,-612062.0
True,True,0.5029032258064516,-657081.0
True,True,0.5029032258064516,-655605.0
True,True,0.462258064516129,-666178.5
True,False,0.5029032258064516,-617747.5
True,False,0.5029032258064516,-731623.0
True,True,0.5029032258064516,-674051.5
True,True,0.5029032258064516,-669625.5
False,False,0.5029032258064516,-716614.5
True,True,0.5029032258064516,-673116.0
False,False,0.5029032258064516,-728429.0
False,False,0.462258064516129,-740239.0
False,False,0.5029032258064516,-705053.0
True,True,0.5029032258064516,-659662.0
True,True,0.5029032258064516,-662929.5
False,False,0.5029032258064516,-723747.0
False,False,0.5029032258064516,-752057.0
False,False,0.5029032258064516,-729168.0
True,False,0.5130645161290323,-715627.0
True,False,0.5130645161290323,-616730.0
True,False,0.4724193548387096,-749337.0
True,False,0.5130645161290323,-701112.0
False,False,0.5029032258064516,-716121.0
False,False,0.5029032258064516,-701483.0
True,False,0.5130645161290323,-705539.0
True,False,0.5130645161290323,-600250.5
True,True,0.5130645161290323,-656032.5
True,False,0.5130645161290323,-630276.0
True,True,0.4724193548387096,-660771.5
True,True,0.5130645161290323,-677993.5
True,False,0.5130645161290323,-600871.5
True,True,0.5130645161290323,-660032.5
True,False,0.5130645161290323,-586721.0
True,True,0.5130645161290323,-693978.5
True,True,0.5130645161290323,-646723.0
False,False,0.5130645161290323,-716243.0
True,True,0.5130645161290323,-696448.0
False,False,0.4724193548387096,-727927.5
True,True,0.5130645161290323,-658559.5
False,False,0.5130645161290323,-731125.5
False,False,0.5130645161290323,-730881.0
True,True,0.5130645161290323,-673111.5
False,False,0.5130645161290323,-716366.0
True,False,0.5232258064516129,-734884.5
False,False,0.5130645161290323,-729902.0
False,False,0.5130645161290323,-713084.5
True,False,0.4825806451612903,-615010.0
False,False,0.5130645161290323,-760150.0
True,False,0.5232258064516129,-602049.5
True,False,0.5232258064516129,-718826.5
True,False,0.5232258064516129,-614397.5
False,False,0.5130645161290323,-714896.0
True,False,0.5232258064516129,-654379.0
True,True,0.5232258064516129,-686849.5
True,False,0.5232258064516129,-607876.5
True,True,0.4825806451612903,-674296.5
True,True,0.5232258064516129,-665685.5
True,False,0.5232258064516129,-604128.0
True,True,0.5232258064516129,-665017.5
True,True,0.5232258064516129,-663909.0
True,False,0.5232258064516129,-635922.0
False,False,0.5232258064516129,-721773.5
True,True,0.5232258064516129,-673805.0
True,True,0.5232258064516129,-661508.5
False,False,0.4825806451612903,-732109.5
False,False,0.5232258064516129,-737776.0
True,True,0.5232258064516129,-661507.0
False,False,0.5232258064516129,-723005.5
False,False,0.5232258064516129,-715378.5
True,True,0.5232258064516129,-656835.0
True,False,0.5333870967741935,-610105.0
False,False,0.5232258064516129,-730880.5
False,False,0.5232258064516129,-705293.5
True,False,0.4927419354838709,-624112.0
True,False,0.5333870967741935,-599022.0
True,False,0.5333870967741935,-617001.0
False,False,0.5232258064516129,-718823.5
True,False,0.5333870967741935,-636291.0
False,False,0.5232258064516129,-725655.0
True,False,0.5333870967741935,-633585.5
True,False,0.5333870967741935,-582300.5
True,True,0.5333870967741935,-653395.5
True,True,0.4927419354838709,-683906.5
True,True,0.5333870967741935,-658063.0
True,True,0.5333870967741935,-679225.0
True,False,0.5333870967741935,-708248.5
True,True,0.5333870967741935,-678974.0
True,False,0.5333870967741935,-604188.5
True,True,0.5333870967741935,-659049.0
False,False,0.5333870967741935,-744924.5
True,True,0.5333870967741935,-663405.5
False,False,0.4927419354838709,-727195.5
False,False,0.5333870967741935,-681184.0
False,False,0.5333870967741935,-725983.0
True,True,0.5333870967741935,-669629.0
False,False,0.5333870967741935,-711941.0
True,True,0.5333870967741935,-646751.5
False,False,0.5333870967741935,-723747.5
True,False,0.5435483870967741,-720547.0
False,False,0.5333870967741935,-696440.0
True,False,0.5435483870967741,-629528.0
True,False,0.5029032258064516,-602220.0
False,False,0.5333870967741935,-741461.0
True,False,0.5435483870967741,-605417.5
True,False,0.5435483870967741,-511446.0
False,False,0.5333870967741935,-701363.0
True,False,0.5435483870967741,-665842.5
True,False,0.5435483870967741,-724790.0
True,True,0.5435483870967741,-678359.0
True,True,0.5435483870967741,-659543.0
True,True,0.5435483870967741,-666450.0
True,True,0.5029032258064516,-648716.0
True,False,0.5435483870967741,-730197.5
True,True,0.5435483870967741,-661011.5
True,False,0.5435483870967741,-600251.0
True,True,0.5435483870967741,-678727.0
False,False,0.5435483870967741,-728669.5
False,False,0.5435483870967741,-710704.5
True,True,0.5435483870967741,-689920.0
False,False,0.5029032258064516,-718461.5
False,False,0.5435483870967741,-706526.0
True,True,0.5435483870967741,-664458.5
False,False,0.5435483870967741,-715134.5
True,True,0.5435483870967741,-664889.0
False,False,0.5435483870967741,-717477.5
True,False,0.5537096774193548,-713906.5
False,False,0.5435483870967741,-723252.5
True,False,0.5537096774193548,-693980.0
False,False,0.5435483870967741,-738508.5
True,False,0.5130645161290323,-717592.0
True,False,0.5537096774193548,-702590.0
True,False,0.5537096774193548,-622517.0
False,False,0.5435483870967741,-682421.0
True,False,0.5537096774193548,-620176.0
True,True,0.5537096774193548,-842818.5
True,True,0.5537096774193548,-657078.0
True,False,0.5537096774193548,-600989.5
True,True,0.5130645161290323,-666919.0
True,True,0.5537096774193548,-667659.0
True,False,0.5537096774193548,-714104.5
True,True,0.5537096774193548,-667658.0
True,True,0.5537096774193548,-669382.0
True,False,0.5537096774193548,-614026.5
False,False,0.5537096774193548,-714148.0
True,True,0.5537096774193548,-642569.0
False,False,0.5537096774193548,-740108.5
False,False,0.5537096774193548,-705788.0
False,False,0.5130645161290323,-696441.0
True,True,0.5537096774193548,-683904.0
False,False,0.5537096774193548,-713414.5
True,True,0.5537096774193548,-665687.5
False,False,0.5537096774193548,-727683.5
True,False,0.5638709677419355,-698899.5
True,False,0.5638709677419355,-600253.0
False,False,0.5537096774193548,-701829.0
True,False,0.5638709677419355,-642685.5
True,False,0.5232258064516129,-603941.5
False,False,0.5537096774193548,-723749.5
True,False,0.5638709677419355,-643797.5
False,False,0.5537096774193548,-728181.0
True,False,0.5638709677419355,-614030.5
True,True,0.5638709677419355,-677740.0
True,True,0.5638709677419355,-658554.5
True,False,0.5638709677419355,-704807.5
True,True,0.5638709677419355,-658309.0
True,False,0.5638709677419355,-608385.5
True,True,0.5232258064516129,-665443.5
True,False,0.5638709677419355,-586969.0
True,True,0.5638709677419355,-834447.5
True,True,0.5638709677419355,-631738.0
False,False,0.5638709677419355,-698653.5
False,False,0.5638709677419355,-687709.0
True,True,0.5638709677419355,-654134.5
False,False,0.5638709677419355,-712065.0
False,False,0.5232258064516129,-722267.0
True,True,0.5638709677419355,-679246.0
True,True,0.5638709677419355,-640109.5
False,False,0.5638709677419355,-719810.5
False,False,0.5638709677419355,-707516.0
True,False,0.5740322580645161,-607635.5
True,False,0.5740322580645161,-637641.0
False,False,0.5638709677419355,-718334.0
True,False,0.5740322580645161,-737789.5
True,False,0.5333870967741935,-586725.5
False,False,0.5638709677419355,-731496.5
False,False,0.5638709677419355,-700497.0
True,False,0.5740322580645161,-612303.5
True,False,0.5740322580645161,-601972.0
True,True,0.5740322580645161,-692010.0
True,True,0.5740322580645161,-651918.0
True,False,0.5740322580645161,-679711.0
True,True,0.5333870967741935,-693737.0
True,True,0.5740322580645161,-651175.0
True,False,0.5740322580645161,-702589.0
True,False,0.5740322580645161,-637883.5
True,True,0.5740322580645161,-675654.5
True,True,0.5740322580645161,-648961.5
False,False,0.5740322580645161,-696280.5
False,False,0.5740322580645161,-708001.5
True,True,0.5740322580645161,-687712.0
False,False,0.5740322580645161,-725464.0
False,False,0.5333870967741935,-724061.0
True,True,0.5740322580645161,-648926.0
True,True,0.5740322580645161,-672008.0
False,False,0.5740322580645161,-734578.0
False,False,0.5740322580645161,-691271.5
True,False,0.5841935483870967,-612310.5
True,False,0.5841935483870967,-611531.0
False,False,0.5740322580645161,-711571.5
True,False,0.5841935483870967,-617477.0
False,False,0.5740322580645161,-668645.5
False,False,0.5740322580645161,-709723.0
True,False,0.5435483870967741,-612604.0
True,False,0.5841935483870967,-594963.0
True,False,0.5841935483870967,-623141.5
True,True,0.5841935483870967,-639860.0
True,True,0.5841935483870967,-668151.0
True,False,0.5841935483870967,-622669.0
True,False,0.5841935483870967,-597550.0
True,True,0.5841935483870967,-649207.5
True,True,0.5435483870967741,-637157.5
True,False,0.5841935483870967,-614272.5
True,True,0.5841935483870967,-683520.0
True,True,0.5841935483870967,-648960.0
False,False,0.5841935483870967,-697178.5
