clip,naive,lr,avg_reward,avg_gap
True,False,0.0001623776739188,0.2854414114513979,-0.7189740933350997
True,False,0.0006951927961775,0.8317749238136699,-0.7189740933350997
True,False,1.832980710832437e-05,0.4938882352941178,-0.7189740933350997
True,False,0.0029763514416313,0.8307390243902437,-0.7189740933350997
True,False,0.0061584821106602,0.9206456655613452,-0.7189740933350997
True,False,0.0014384498882876,0.7480947441217151,-0.7189740933350997
True,False,3.792690190732254e-05,0.6404235082996861,-0.7189740933350997
True,False,1e-06,0.3712029843675986,-0.7189740933350997
True,False,0.0003359818286283,0.7112565995525731,-0.7189740933350997
True,False,0.2335721469090121,0.6561498386353158,-0.6488992452501545
True,False,0.0127427498570313,0.8806725829051842,-0.7189740933350997
True,False,0.0545559478116851,0.7578985733392777,-0.7110422677172066
True,False,4.281332398719396e-06,0.4751422039323273,-0.7189740933350997
True,False,7.847599703514606e-05,0.450196038251366,-0.7189740933350997
True,False,2.06913808111479e-06,0.403162192902639,-0.7189740933350997
True,False,1.0,0.1914822968679072,-0.5729680809073046
True,False,8.858667904100832e-06,0.5698175199624235,-0.7189740933350997
True,False,0.4832930238571752,0.4937101760412192,-0.6072773373267983
True,False,0.1128837891684688,0.650096019247594,-0.6642061351403914
True,False,0.0263665089873035,0.8722814523589271,-0.7189740933350997
True,False,0.0029763514416313,0.8333672043010754,-0.7062959406060502
True,False,0.0006951927961775,0.7711488380671337,-0.7062959406060502
True,False,0.0061584821106602,0.9051074101796408,-0.7062959406060502
True,False,3.792690190732254e-05,0.726433651804671,-0.7062959406060502
True,False,1.832980710832437e-05,0.5033799205489347,-0.7062959406060502
True,False,0.0001623776739188,0.7719594408008286,-0.7062959406060502
True,False,0.0263665089873035,0.9126411483253588,-0.7049606095552984
True,False,0.0014384498882876,0.7479659329140461,-0.7062959406060502
True,False,7.847599703514606e-05,0.5940497476568133,-0.7062959406060502
True,False,4.281332398719396e-06,0.5800032846715328,-0.7062959406060502
True,False,0.2335721469090121,0.8153681683899556,-0.6153237082786707
True,False,0.0003359818286283,0.5170361491628614,-0.7062959406060502
True,False,0.0545559478116851,0.8689704407022575,-0.6988519763996773
True,False,1e-06,0.5323803480783177,-0.7062959406060502
True,False,0.0127427498570313,0.8783794217687075,-0.7062959406060502
True,False,0.4832930238571752,0.7867877073906488,-0.6411063859199668
True,False,1.0,0.3338227036395146,-0.6698174991727508
True,False,2.06913808111479e-06,0.1090633587786258,-0.7062959406060502
True,False,0.1128837891684688,0.8246515471167368,-0.6317983200424049
True,False,8.858667904100832e-06,0.5311488052136133,-0.7062959406060502
True,False,0.0001623776739188,0.5312548701298703,-0.7195391383969811
True,False,0.0006951927961775,0.6061476023976026,-0.7195391383969811
True,False,0.0029763514416313,0.9022421441774492,-0.7195391383969811
True,False,3.792690190732254e-05,0.4816993878443377,-0.7195391383969811
